,agency_name,agency_type_name,county_name,division_name,latitude,longitude,nibrs,ori,region_desc,region_name,state_abbr,state_name
11907,Brooklyn Heights Police Department,City,CUYAHOGA,East North Central,41.41788,-81.68048,0.0,OH0181100,Region II,Midwest,OH,Ohio
11908,Fremont Police Department,City,SANDUSKY,East North Central,41.35156,-83.1239,0.0,OH0720300,Region II,Midwest,OH,Ohio
11909,Marlboro Township Police Department,City,STARK,East North Central,40.95227,-81.25758,0.0,OH0762100,Region II,Midwest,OH,Ohio
11910,Defiance Police Department,City,DEFIANCE,East North Central,41.286934,-84.36355,1.0,OH0200100,Region II,Midwest,OH,Ohio
11911,Canfield Police Department,City,MAHONING,East North Central,41.021893,-80.76579,1.0,OH0500400,Region II,Midwest,OH,Ohio
11912,Sagamore Hills Police Department,City,SUMMIT,East North Central,41.337765,-81.56317,1.0,OH0773000,Region II,Midwest,OH,Ohio
11913,Oak Hill Police Department,City,JACKSON,East North Central,38.900192,-82.56867,1.0,OH0400400,Region II,Midwest,OH,Ohio
11914,Waterville Township Police Department,City,LUCAS,East North Central,41.498165,-83.73872,0.0,OH0481800,Region II,Midwest,OH,Ohio
11915,Miami University,University or College,BUTLER,East North Central,39.439747,-84.565734,0.0,OH0091700,Region II,Midwest,OH,Ohio
11916,Bluffton Police Department,City,HANCOCK; ALLEN,East North Central,40.894417,-83.89051,0.0,OH0020100,Region II,Midwest,OH,Ohio
11917,North Randall Police Department,City,CUYAHOGA,East North Central,41.42702,-81.52449,0.0,OH0183500,Region II,Midwest,OH,Ohio
11918,Highland County Sheriff's Office,County,HIGHLAND,East North Central,39.234936,-83.61744,1.0,OH0360000,Region II,Midwest,OH,Ohio
11919,Medina County Sheriff's Office,County,MEDINA,East North Central,41.12811,-81.88872,1.0,OH0520000,Region II,Midwest,OH,Ohio
11920,West Union Police Department,City,ADAMS,East North Central,38.79621,-83.53463,1.0,OH0010300,Region II,Midwest,OH,Ohio
11921,Centerville Police Department,City,GREENE; MONTGOMERY,East North Central,39.753736,-84.290591,0.0,OH0570100,Region II,Midwest,OH,Ohio
11922,West Elkton Police Department,City,PREBLE,East North Central,39.737906,-84.645358,0.0,OH0681000,Region II,Midwest,OH,Ohio
11923,Streetsboro Police Department,City,PORTAGE,East North Central,41.23881,-81.31964,1.0,OH0671200,Region II,Midwest,OH,Ohio
11924,Cuyahoga County Sheriff's Office,County,CUYAHOGA,East North Central,41.50178,-81.6981,0.0,OH0180000,Region II,Midwest,OH,Ohio
11925,Republic N&T Railroad,Other,STARK,East North Central,40.80083,-81.338425,0.0,OH0763200,Region II,Midwest,OH,Ohio
11926,Smith Township Police Department,City,MAHONING,East North Central,40.930164,-81.031815,0.0,OH0501500,Region II,Midwest,OH,Ohio
11927,Deshler Police Department,City,HENRY,East North Central,41.207,-83.90131,1.0,OH0350200,Region II,Midwest,OH,Ohio
11928,"Perry Township Police Department, Columbiana County",City,COLUMBIANA,East North Central,,,1.0,OH0151900,Region II,Midwest,OH,Ohio
11929,Muskingum University,University or College,MUSKINGUM,East North Central,,,1.0,OH060139E,Region II,Midwest,OH,Ohio
11930,"Perry Township Police Department, Allen County",City,ALLEN,East North Central,40.687794,-84.0593,0.0,OH0021400,Region II,Midwest,OH,Ohio
11931,Ohio State Highway Patrol,State Police,,East North Central,39.969575,-83.006863,1.0,OHOHP0000,Region II,Midwest,OH,Ohio
11932,Hunting Valley Police Department,City,GEAUGA; CUYAHOGA,East North Central,41.49167,-81.41704,0.0,OH0182400,Region II,Midwest,OH,Ohio
11933,Capital University,University or College,FRANKLIN,East North Central,,,1.0,OH025A10X,Region II,Midwest,OH,Ohio
11934,Lockland Police Department,City,HAMILTON,East North Central,39.226402,-84.45375,1.0,OH0311900,Region II,Midwest,OH,Ohio
11935,Wells Township Police Department,City,JEFFERSON,East North Central,40.268696,-80.622604,0.0,OH0412400,Region II,Midwest,OH,Ohio
11936,Aurora Police Department,City,PORTAGE,East North Central,41.3213,-81.35364,1.0,OH0670100,Region II,Midwest,OH,Ohio
11937,Lorain County Metropolitan Park District,Other,LORAIN,East North Central,41.298664,-82.13358,1.0,OH0471800,Region II,Midwest,OH,Ohio
11938,Salem Police Department,City,MAHONING; COLUMBIANA,East North Central,40.899406,-80.855354,1.0,OH0150600,Region II,Midwest,OH,Ohio
11939,Upper Sandusky Police Department,City,WYANDOT,East North Central,40.82784,-83.282974,1.0,OH0880200,Region II,Midwest,OH,Ohio
11940,Roaming Shores Village Police Department,City,ASHTABULA,East North Central,41.906644,-80.745641,0.0,OH0041000,Region II,Midwest,OH,Ohio
11941,Lexington Police Department,City,RICHLAND,East North Central,40.67877,-82.58417,1.0,OH0700700,Region II,Midwest,OH,Ohio
11942,Chagrin Falls Police Department,City,CUYAHOGA,East North Central,41.760392,-81.724217,1.0,OH0181300,Region II,Midwest,OH,Ohio
11943,Woodmere Village Police Department,City,CUYAHOGA,East North Central,41.462353,-81.48119,0.0,OH0185900,Region II,Midwest,OH,Ohio
11944,Jamestown Police Department,City,GREENE,East North Central,39.658646,-83.74403,1.0,OH0290900,Region II,Midwest,OH,Ohio
11945,Rossford Police Department,City,WOOD,East North Central,41.610867,-83.56178,0.0,OH0870400,Region II,Midwest,OH,Ohio
11946,Tuscarawas Police Department,City,TUSCARAWAS,East North Central,40.447441,-81.471157,1.0,OH0791900,Region II,Midwest,OH,Ohio
11947,Delhi Township Police Department,City,HAMILTON,East North Central,39.112564,-84.635735,1.0,OH0310800,Region II,Midwest,OH,Ohio
11948,Reynoldsburg Police Department,City,FAIRFIELD; LICKING; FRANKLIN,East North Central,39.969575,-83.006863,1.0,OH0250800,Region II,Midwest,OH,Ohio
11949,Russellville Police Department,City,BROWN,East North Central,38.931377,-83.866772,0.0,OH0080800,Region II,Midwest,OH,Ohio
11950,North Ridgeville Police Department,City,LORAIN,East North Central,41.385418,-82.018616,0.0,OH0470700,Region II,Midwest,OH,Ohio
11951,Union Police Department,City,MIAMI; MONTGOMERY,East North Central,39.879406,-84.302635,0.0,OH0572300,Region II,Midwest,OH,Ohio
11952,Butler County Sheriff's Office,County,BUTLER,East North Central,39.389874,-84.55557,1.0,OH0090000,Region II,Midwest,OH,Ohio
11953,Crooksville Police Department,City,PERRY,East North Central,39.77056,-82.09717,1.0,OH0640100,Region II,Midwest,OH,Ohio
11954,Pataskala Police Department,City,LICKING,East North Central,39.993855,-82.67523,0.0,OH0451100,Region II,Midwest,OH,Ohio
11955,Crawford County Sheriff's Office,County,CRAWFORD,East North Central,40.816673,-82.93687,1.0,OH0170000,Region II,Midwest,OH,Ohio
11956,Kirtland Hills Police Department,City,LAKE,East North Central,41.924116,-81.392643,0.0,OH0430400,Region II,Midwest,OH,Ohio
11957,"Miami Township Police Department, Montgomery County",City,MONTGOMERY,East North Central,39.627914,-84.22163,1.0,OH0570700,Region II,Midwest,OH,Ohio
11958,Delaware Police Department,City,DELAWARE,East North Central,40.300888,-83.06579,0.0,OH0210100,Region II,Midwest,OH,Ohio
11959,South Solon Police Department,City,MADISON,East North Central,39.896607,-83.400885,0.0,OH0490700,Region II,Midwest,OH,Ohio
11960,Perkins Township Police Department,City,ERIE,East North Central,41.395725,-82.6516,1.0,OH0221000,Region II,Midwest,OH,Ohio
11961,Senecaville Police Department,City,GUERNSEY,East North Central,40.056665,-81.497875,0.0,OH0301000,Region II,Midwest,OH,Ohio
11962,Massillon Police Department,City,STARK,East North Central,40.795933,-81.52078,1.0,OH0760800,Region II,Midwest,OH,Ohio
11963,Warrensville Heights Police Department,City,CUYAHOGA,East North Central,41.44305,-81.53607,0.0,OH0185500,Region II,Midwest,OH,Ohio
11964,Bazetta Township Police Department,City,TRUMBULL,East North Central,41.290257,-80.74112,1.0,OH0781500,Region II,Midwest,OH,Ohio
11965,Amsterdam Police Department,City,JEFFERSON,East North Central,40.39938,-80.763529,0.0,OH0410800,Region II,Midwest,OH,Ohio
11966,Genoa Police Department,City,OTTAWA,East North Central,41.51831,-83.357315,1.0,OH0620500,Region II,Midwest,OH,Ohio
11967,Hillsboro Police Department,City,HIGHLAND,East North Central,39.184488,-83.603668,1.0,OH0360200,Region II,Midwest,OH,Ohio
11968,Dover Police Department,City,TUSCARAWAS,East North Central,40.522636,-81.476204,1.0,OH0790200,Region II,Midwest,OH,Ohio
11969,Munroe Falls Police Department,City,SUMMIT,East North Central,41.121851,-81.534936,1.0,OH0771700,Region II,Midwest,OH,Ohio
11970,Wayne Police Department,City,WOOD,East North Central,41.303146,-83.47704,1.0,OH0872400,Region II,Midwest,OH,Ohio
11971,Wilmot Police Department,City,STARK,East North Central,40.814131,-81.365667,0.0,OH0761900,Region II,Midwest,OH,Ohio
11972,Manchester Police Department,City,ADAMS,East North Central,38.841681,-83.474173,1.0,OH0010100,Region II,Midwest,OH,Ohio
11973,Pepper Pike Police Department,City,CUYAHOGA,East North Central,41.760392,-81.724217,1.0,OH0184400,Region II,Midwest,OH,Ohio
11974,McDonald Police Department,City,TRUMBULL,East North Central,41.164284,-80.724335,0.0,OH0780400,Region II,Midwest,OH,Ohio
11975,Hamler-Marion Township Police Department,City,HENRY,East North Central,41.335072,-84.065882,0.0,OH0350400,Region II,Midwest,OH,Ohio
11976,St. Clair Township Police Department,City,COLUMBIANA,East North Central,40.678413,-80.579994,1.0,OH0151500,Region II,Midwest,OH,Ohio
11977,University of Akron,University or College,SUMMIT,East North Central,41.078693,-81.51419,1.0,OH0772800,Region II,Midwest,OH,Ohio
11978,Jacksonville Police Department,City,ATHENS,East North Central,39.333848,-82.046008,0.0,OH0050800,Region II,Midwest,OH,Ohio
11979,"Clay Township Police Department, Montgomery County",City,MONTGOMERY,East North Central,39.86289,-84.4261,1.0,OH0572900,Region II,Midwest,OH,Ohio
11980,New Bremen Police Department,City,AUGLAIZE,East North Central,40.561309,-84.224018,1.0,OH0060600,Region II,Midwest,OH,Ohio
11981,Newburgh Heights Police Department,City,CUYAHOGA,East North Central,41.4456,-81.65641,0.0,OH0183300,Region II,Midwest,OH,Ohio
11982,Poland Township Police Department,City,MAHONING,East North Central,41.00579,-80.58834,1.0,OH0502200,Region II,Midwest,OH,Ohio
11983,Hocking County Sheriff's Office,County,HOCKING,East North Central,39.539005,-82.40839,1.0,OH0370000,Region II,Midwest,OH,Ohio
11984,Thornville Police Department,City,PERRY,East North Central,39.743187,-82.237952,1.0,OH0641200,Region II,Midwest,OH,Ohio
11985,Licking County Sheriff's Office,County,LICKING,East North Central,40.05942,-82.39498,1.0,OH0450000,Region II,Midwest,OH,Ohio
11986,Leetonia Police Department,City,COLUMBIANA,East North Central,40.879005,-80.7554,0.0,OH0150400,Region II,Midwest,OH,Ohio
11987,Bellville Police Department,City,RICHLAND,East North Central,40.61549,-82.51251,1.0,OH0700500,Region II,Midwest,OH,Ohio
11988,Martins Ferry Police Department,City,BELMONT,East North Central,40.096546,-80.72477,1.0,OH0070400,Region II,Midwest,OH,Ohio
11989,Westlake Police Department,City,CUYAHOGA,East North Central,41.45976,-81.92223,0.0,OH0185700,Region II,Midwest,OH,Ohio
11990,Englewood Police Department,City,MONTGOMERY,East North Central,39.87434,-84.29972,1.0,OH0571800,Region II,Midwest,OH,Ohio
11991,Wyandot County Sheriff's Office,County,WYANDOT,East North Central,40.827488,-83.28093,1.0,OH0880000,Region II,Midwest,OH,Ohio
11992,Cedarville Police Department,City,GREENE,East North Central,39.687479,-83.894894,0.0,OH0290700,Region II,Midwest,OH,Ohio
11993,North Baltimore Police Department,City,WOOD,East North Central,41.183567,-83.67838,1.0,OH0870200,Region II,Midwest,OH,Ohio
11994,Georgetown Police Department,City,BROWN,East North Central,38.8646,-83.90439,1.0,OH0080200,Region II,Midwest,OH,Ohio
11995,Ironton Police Department,City,LAWRENCE,East North Central,38.603866,-82.517186,1.0,OH0440200,Region II,Midwest,OH,Ohio
11996,Glenwillow Police Department,City,CUYAHOGA,East North Central,41.356953,-81.47088,1.0,OH0182200,Region II,Midwest,OH,Ohio
11997,Madeira Police Department,City,HAMILTON,East North Central,39.190426,-84.36309,0.0,OH0312100,Region II,Midwest,OH,Ohio
11998,Gilboa Police Department,City,PUTNAM,East North Central,41.01708,-83.92377,0.0,OH0690800,Region II,Midwest,OH,Ohio
11999,Hamilton Police Department,City,BUTLER,East North Central,39.39787,-84.56464,1.0,OH0090200,Region II,Midwest,OH,Ohio
12000,Fairport Harbor Police Department,City,LAKE,East North Central,41.924116,-81.392643,0.0,OH0430200,Region II,Midwest,OH,Ohio
12001,Fredericktown Police Department,City,KNOX,East North Central,40.48111,-82.543304,1.0,OH0420400,Region II,Midwest,OH,Ohio
12002,Mogadore Police Department,City,PORTAGE; SUMMIT,East North Central,41.04806,-81.39312,0.0,OH0770800,Region II,Midwest,OH,Ohio
12003,Montpelier Police Department,City,WILLIAMS,East North Central,41.585308,-84.609924,1.0,OH0860200,Region II,Midwest,OH,Ohio
12004,New Straitsville Police Department,City,PERRY,East North Central,39.743187,-82.237952,0.0,OH0640300,Region II,Midwest,OH,Ohio
12005,Grover Hill Police Department,City,PAULDING,East North Central,41.119141,-84.576966,0.0,OH0630500,Region II,Midwest,OH,Ohio
12006,Brookville Police Department,City,MONTGOMERY,East North Central,39.83461,-84.40944,0.0,OH0571600,Region II,Midwest,OH,Ohio
12007,Chillicothe Police Department,City,ROSS,East North Central,39.333927,-82.9823,1.0,OH0710100,Region II,Midwest,OH,Ohio
12008,Baldwin Wallace University,University or College,CUYAHOGA,East North Central,41.368443,-81.843925,0.0,OH0189900,Region II,Midwest,OH,Ohio
12009,"Valley View Police Department, Cuyahoga County",City,CUYAHOGA,East North Central,41.379253,-81.609474,0.0,OH0185300,Region II,Midwest,OH,Ohio
12010,Apple Creek Police Department,City,WAYNE,East North Central,40.829661,-81.887194,1.0,OH0850400,Region II,Midwest,OH,Ohio
12011,Coshocton County Sheriff's Office,County,COSHOCTON,East North Central,40.275055,-81.86644,1.0,OH0160000,Region II,Midwest,OH,Ohio
12012,Yorkville Police Department,City,BELMONT; JEFFERSON,East North Central,40.39938,-80.763529,1.0,OH0410600,Region II,Midwest,OH,Ohio
12013,Champion Township Police Department,City,TRUMBULL,East North Central,41.308936,-80.767656,0.0,OH0781700,Region II,Midwest,OH,Ohio
12014,Mahoning County Sheriff's Office,County,MAHONING,East North Central,41.104008,-80.65416,0.0,OH0500000,Region II,Midwest,OH,Ohio
12015,Put-In-Bay  Police Department,City,OTTAWA,East North Central,41.545495,-83.012613,0.0,OH0620700,Region II,Midwest,OH,Ohio
12016,Sandusky County Park District,Other,SANDUSKY,East North Central,41.35982,-83.08728,0.0,OH0721000,Region II,Midwest,OH,Ohio
12017,Terrace Park Police Department,City,HAMILTON,East North Central,39.16464,-84.309135,0.0,OH0314100,Region II,Midwest,OH,Ohio
12018,Oxford Township Police Department,City,BUTLER,East North Central,39.439747,-84.565734,1.0,OH0091300,Region II,Midwest,OH,Ohio
12019,Carlisle Police Department,City,MONTGOMERY; WARREN,East North Central,39.584137,-84.323814,1.0,OH0830800,Region II,Midwest,OH,Ohio
12020,Reminderville Police Department,City,SUMMIT,East North Central,41.345837,-81.39665,0.0,OH0771900,Region II,Midwest,OH,Ohio
12021,Lynchburg Police Department,City,CLINTON; HIGHLAND,East North Central,39.184488,-83.603668,1.0,OH0360400,Region II,Midwest,OH,Ohio
12022,New Philadelphia Police Department,City,TUSCARAWAS,East North Central,40.488552,-81.443565,1.0,OH0790400,Region II,Midwest,OH,Ohio
12023,Kettering Police Department,City,GREENE; MONTGOMERY,East North Central,39.69592,-84.16295,0.0,OH0570500,Region II,Midwest,OH,Ohio
12024,Parma Police Department,City,CUYAHOGA,East North Central,41.382565,-81.72852,1.0,OH0184200,Region II,Midwest,OH,Ohio
12025,Craig Beach Police Department,City,MAHONING,East North Central,41.01088,-80.770396,0.0,OH0501100,Region II,Midwest,OH,Ohio
12026,Lake Metroparks,Other,LAKE,East North Central,41.67504,-81.23975,0.0,OH0432400,Region II,Midwest,OH,Ohio
12027,New Athens Police Department,City,HARRISON,East North Central,40.292318,-81.091565,0.0,OH0340800,Region II,Midwest,OH,Ohio
12028,Niles Police Department,City,TRUMBULL,East North Central,41.179073,-80.76445,1.0,OH0780600,Region II,Midwest,OH,Ohio
12029,Washingtonville Police Department,City,MAHONING; COLUMBIANA,East North Central,40.768462,-80.777231,0.0,OH0151300,Region II,Midwest,OH,Ohio
12030,Roseville Police Department,City,MUSKINGUM; PERRY,East North Central,39.4025,-84.56711,1.0,OH0600900,Region II,Midwest,OH,Ohio
12031,University of Rio Grande,University or College,GALLIA,East North Central,38.8826,-82.37736,1.0,OH0270900,Region II,Midwest,OH,Ohio
12032,Holmes County Sheriff's Office,County,HOLMES,East North Central,40.565309,-81.929869,1.0,OH0380000,Region II,Midwest,OH,Ohio
12033,Uniopolis Police Department,City,AUGLAIZE,East North Central,40.561309,-84.224018,0.0,OH0060800,Region II,Midwest,OH,Ohio
12034,Mount Gilead Police Department,City,MORROW,East North Central,40.54961,-82.83112,0.0,OH0590100,Region II,Midwest,OH,Ohio
12035,Middleburg Heights Police Department,City,CUYAHOGA,East North Central,41.37158,-81.80963,0.0,OH0183100,Region II,Midwest,OH,Ohio
12036,St. Bernard Police Department,City,HAMILTON,East North Central,39.167217,-84.49842,0.0,OH0313000,Region II,Midwest,OH,Ohio
12037,Pierce Township Police Department,City,CLERMONT,East North Central,39.024616,-84.278275,1.0,OH0131700,Region II,Midwest,OH,Ohio
12038,Laurelville Police Department,City,HOCKING,East North Central,39.490342,-82.483445,0.0,OH0370200,Region II,Midwest,OH,Ohio
12039,Plymouth Police Department,City,HURON; RICHLAND,East North Central,40.774167,-82.542715,0.0,OH0700300,Region II,Midwest,OH,Ohio
12040,Shadyside Police Department,City,BELMONT,East North Central,39.971863,-80.74807,1.0,OH0070600,Region II,Midwest,OH,Ohio
12041,East Liverpool Police Department,City,COLUMBIANA,East North Central,40.62047,-80.58037,0.0,OH0150200,Region II,Midwest,OH,Ohio
12042,Blendon Township Police Department,City,FRANKLIN,East North Central,40.0993,-82.90518,0.0,OH0253000,Region II,Midwest,OH,Ohio
12043,University Hospitals Portage Medical Center,Other,PORTAGE,East North Central,,,0.0,OH067149E,Region II,Midwest,OH,Ohio
12044,Willoughby Hills Police Department,City,LAKE,East North Central,41.58852,-81.432755,0.0,OH0431300,Region II,Midwest,OH,Ohio
12045,Bellbrook Police Department,City,GREENE,East North Central,39.635983,-84.070145,1.0,OH0290500,Region II,Midwest,OH,Ohio
12046,Wilmington Police Department,City,CLINTON,East North Central,39.429004,-83.795048,1.0,OH0140400,Region II,Midwest,OH,Ohio
12047,Fayetteville Police Department,City,BROWN,East North Central,38.931377,-83.866772,0.0,OH0080400,Region II,Midwest,OH,Ohio
12048,Circleville Police Department,City,PICKAWAY,East North Central,39.60041,-82.94421,1.0,OH0650100,Region II,Midwest,OH,Ohio
12049,"Jackson Township Police Department, Montgomery County",City,MONTGOMERY,East North Central,39.68039,-84.425896,1.0,OH0572700,Region II,Midwest,OH,Ohio
12050,Garfield Heights Police Department,City,CUYAHOGA,East North Central,41.41168,-81.60218,1.0,OH0182000,Region II,Midwest,OH,Ohio
12051,West Salem Police Department,City,WAYNE,East North Central,40.829661,-81.887194,0.0,OH0851500,Region II,Midwest,OH,Ohio
12052,Holden Arboretum,Other,GEAUGA,East North Central,41.615414,-81.29833,0.0,OH0281800,Region II,Midwest,OH,Ohio
12053,Lawrence County Sheriff's Office,County,LAWRENCE,East North Central,38.53645,-82.68337,1.0,OH0440000,Region II,Midwest,OH,Ohio
12054,Vienna Township Police Department,City,TRUMBULL,East North Central,41.308936,-80.767656,1.0,OH0782800,Region II,Midwest,OH,Ohio
