,agency_name,agency_type_name,county_name,division_name,latitude,longitude,nibrs,ori,region_desc,region_name,state_abbr,state_name
387,San Augustine Police Department,City,SAN AUGUSTINE,West South Central,31.382449,-94.16318,0.0,TX2030100,Region III,South,TX,Texas
388,La Vernia Police Department,City,WILSON,West South Central,29.173883,-98.086734,0.0,TX2470700,Region III,South,TX,Texas
389,Electra Police Department,City,WICHITA,West South Central,34.029793,-98.918495,1.0,TX2430200,Region III,South,TX,Texas
390,Dallas County Sheriff's Office,County,DALLAS,West South Central,32.766987,-96.778424,0.0,TX0570000,Region III,South,TX,Texas
391,Muleshoe Police Department,City,BAILEY,West South Central,34.22386,-102.72415,0.0,TX0090100,Region III,South,TX,Texas
392,Cedar Park Police Department,City,TRAVIS; WILLIAMSON,West South Central,30.52114,-97.823265,0.0,TX2460900,Region III,South,TX,Texas
393,Horseshoe Bay Police Department,City,BURNET; LLANO,West South Central,30.78963,-98.201187,0.0,TX0271100,Region III,South,TX,Texas
394,Fulshear,City,FORT BEND,West South Central,29.526602,-95.771015,0.0,TX0791400,Region III,South,TX,Texas
395,Fulton Police Department,City,ARANSAS,West South Central,,,0.0,TX0041000,Region III,South,TX,Texas
396,Dallas-Fort Worth International Airport,Other,TARRANT,West South Central,32.77204,-97.291291,1.0,TX2203600,Region III,South,TX,Texas
397,Independent School District: Austin,Other,TRAVIS,West South Central,30.239513,-97.69127,0.0,TX2272400,Region III,South,TX,Texas
398,Robinson Police Department,City,MCLENNAN,West South Central,31.468706,-97.11562,0.0,TX1551100,Region III,South,TX,Texas
399,Cibolo Police Department,City,GUADALUPE,West South Central,29.583532,-97.948858,0.0,TX0940600,Region III,South,TX,Texas
400,Sweetwater Police Department,City,NOLAN,West South Central,32.312338,-100.418108,0.0,TX1770300,Region III,South,TX,Texas
401,Texas City Police Department,City,GALVESTON,West South Central,29.393375,-94.90877,0.0,TX0840900,Region III,South,TX,Texas
402,Teague Police Department,City,FREESTONE,West South Central,31.70126,-96.144487,0.0,TX0810200,Region III,South,TX,Texas
403,Garland Police Department,City,ROCKWALL; COLLIN; DALLAS,West South Central,32.908943,-96.65579,0.0,TX0571100,Region III,South,TX,Texas
404,Bishop Police Department,City,NUECES,West South Central,27.738129,-97.518441,0.0,TX1780100,Region III,South,TX,Texas
405,Nocona Police Department,City,MONTAGUE,West South Central,33.788044,-97.725525,0.0,TX1690200,Region III,South,TX,Texas
406,Kingsville Police Department,City,KLEBERG,West South Central,27.438735,-97.66062,0.0,TX1370100,Region III,South,TX,Texas
407,Collin County Sheriff's Office,County,COLLIN,West South Central,33.248085,-96.635704,1.0,TX0430000,Region III,South,TX,Texas
408,University of Texas: Southwestern Medical School,University or College,DALLAS,West South Central,32.81252,-96.838135,0.0,TX0572600,Region III,South,TX,Texas
409,San Benito Police Department,City,CAMERON,West South Central,26.102923,-97.478958,0.0,TX0310900,Region III,South,TX,Texas
410,Hale Center Police Department,City,HALE,West South Central,34.068436,-101.822888,0.0,TX0950200,Region III,South,TX,Texas
411,Hunt County Sheriff's Office,County,HUNT,West South Central,33.13758,-96.10548,0.0,TX1160000,Region III,South,TX,Texas
412,Independent School District: Hempstead,Other,WALLER,West South Central,30.013578,-95.982102,0.0,TX2371000,Region III,South,TX,Texas
413,Dayton Police Department,City,LIBERTY,West South Central,30.046,-94.88714,0.0,TX1460300,Region III,South,TX,Texas
414,Independent School District: Galveston,Other,GALVESTON,West South Central,29.228364,-94.895428,0.0,TX0843100,Region III,South,TX,Texas
415,Rosebud Police Department,City,FALLS,West South Central,31.25193,-96.934127,0.0,TX0730300,Region III,South,TX,Texas
416,Sansom Park Village Police Department,City,TARRANT,West South Central,32.803463,-97.40217,0.0,TX2202500,Region III,South,TX,Texas
417,Penitas Police Department,City,HIDALGO,West South Central,26.396384,-98.18099,0.0,TX1083000,Region III,South,TX,Texas
418,Jacinto City Police Department,City,HARRIS,West South Central,29.76755,-95.24478,0.0,TX1011100,Region III,South,TX,Texas
419,Castroville Police Department,City,MEDINA,West South Central,29.353661,-99.111085,0.0,TX1630100,Region III,South,TX,Texas
420,Hall County Sheriff's Office,County,HALL,West South Central,34.453189,-100.576343,0.0,TX0960000,Region III,South,TX,Texas
421,Bandera County Sheriff's Office,County,BANDERA,West South Central,29.755681,-99.26059,0.0,TX0100000,Region III,South,TX,Texas
422,Parmer County Sheriff's Office,County,PARMER,West South Central,34.532163,-102.784853,0.0,TX1850000,Region III,South,TX,Texas
423,Wills Point Police Department,City,VAN ZANDT,West South Central,32.558948,-95.836391,0.0,TX2340500,Region III,South,TX,Texas
424,New Deal Police Department,City,LUBBOCK,West South Central,33.611469,-101.819944,0.0,TX1521500,Region III,South,TX,Texas
425,Bonham Police Department,City,FANNIN,West South Central,33.578056,-96.17664,0.0,TX0740100,Region III,South,TX,Texas
426,Diboll Police Department,City,ANGELINA,West South Central,31.251951,-94.611056,0.0,TX0030100,Region III,South,TX,Texas
427,Lamar University: Beaumont,University or College,JEFFERSON,West South Central,29.854,-94.149331,0.0,TX1231000,Region III,South,TX,Texas
428,Rose City Police Department,City,ORANGE,West South Central,30.097921,-94.06103,0.0,TX1810800,Region III,South,TX,Texas
429,Wilbarger County Sheriff's Office,County,WILBARGER,West South Central,34.08492,-99.24244,0.0,TX2440000,Region III,South,TX,Texas
430,Haltom City Police Department,City,TARRANT,West South Central,32.77204,-97.291291,0.0,TX2201400,Region III,South,TX,Texas
431,Independent School District: Ector County,Other,ECTOR,West South Central,31.865301,-102.542507,0.0,TX0680800,Region III,South,TX,Texas
432,University of Texas: Rio Grande Valley,University or College,HIDALGO,West South Central,,,0.0,TX1084100,Region III,South,TX,Texas
433,Houston Metropolitan Transit Authority,Other,HARRIS,West South Central,29.857273,-95.393037,0.0,TX1015700,Region III,South,TX,Texas
434,Tulia Police Department,City,SWISHER,West South Central,34.538555,-101.76446,0.0,TX2190300,Region III,South,TX,Texas
435,Brown County Sheriff's Office,County,BROWN,West South Central,31.727455,-99.001884,0.0,TX0250000,Region III,South,TX,Texas
436,Santa Anna Police Department,City,COLEMAN,West South Central,31.73982,-99.323524,0.0,TX0420200,Region III,South,TX,Texas
437,Huntsville Police Department,City,WALKER,West South Central,30.723814,-95.551796,1.0,TX2360100,Region III,South,TX,Texas
438,Slaton Police Department,City,LUBBOCK,West South Central,33.438923,-101.64312,0.0,TX1520400,Region III,South,TX,Texas
439,Kirby Police Department,City,BEXAR,West South Central,29.467829,-98.38129,0.0,TX0150900,Region III,South,TX,Texas
440,Gonzales Police Department,City,GONZALES,West South Central,29.468704,-97.477738,0.0,TX0890100,Region III,South,TX,Texas
441,Abilene Police Department,City,JONES; TAYLOR,West South Central,32.295054,-99.893644,0.0,TX2210100,Region III,South,TX,Texas
442,Timpson Police Department,City,SHELBY,West South Central,31.790137,-94.142565,0.0,TX2101300,Region III,South,TX,Texas
443,Balch Springs Police Department,City,DALLAS,West South Central,32.719345,-96.61623,0.0,TX0570200,Region III,South,TX,Texas
444,Tom Green County Sheriff's Office,County,TOM GREEN,West South Central,31.46255,-100.4414,0.0,TX2260000,Region III,South,TX,Texas
445,De Kalb Police Department,City,BOWIE,West South Central,33.446051,-94.422375,0.0,TX0190100,Region III,South,TX,Texas
446,Tahoka Police Department,City,LYNN,West South Central,33.178412,-101.818493,0.0,TX1530200,Region III,South,TX,Texas
447,Bedford Police Department,City,TARRANT,West South Central,32.77204,-97.291291,1.0,TX2200300,Region III,South,TX,Texas
448,Kaufman Police Department,City,KAUFMAN,West South Central,32.587692,-96.308975,0.0,TX1290200,Region III,South,TX,Texas
449,Lakeway Police Department,City,TRAVIS,West South Central,30.362913,-97.97955,1.0,TX2271100,Region III,South,TX,Texas
450,University of North Texas: Health Science Center,University or College,TARRANT,West South Central,32.77204,-97.291291,0.0,TX2204900,Region III,South,TX,Texas
451,Missouri City Police Department,City,HARRIS; FORT BEND,West South Central,29.526602,-95.771015,0.0,TX0790100,Region III,South,TX,Texas
452,Moore County Sheriff's Office,County,MOORE,West South Central,35.858677,-101.97188,0.0,TX1710000,Region III,South,TX,Texas
453,Wichita County Sheriff's Office,County,WICHITA,West South Central,33.991103,-98.716851,0.0,TX2430000,Region III,South,TX,Texas
454,McCulloch County Sheriff's Office,County,MCCULLOCH,West South Central,31.205477,-99.359856,0.0,TX1540000,Region III,South,TX,Texas
455,Robstown Police Department,City,NUECES,West South Central,27.738129,-97.518441,0.0,TX1780300,Region III,South,TX,Texas
456,Jasper Police Department,City,JASPER,West South Central,30.916101,-94.000305,0.0,TX1210100,Region III,South,TX,Texas
457,Highland Park Police Department,City,DALLAS,West South Central,32.8289,-96.79652,1.0,TX0571300,Region III,South,TX,Texas
458,Pecos County Sheriff's Office,County,PECOS,West South Central,30.770894,-102.71986,0.0,TX1860000,Region III,South,TX,Texas
459,Dawson County Sheriff's Office,County,DAWSON,West South Central,32.741934,-101.947322,0.0,TX0580000,Region III,South,TX,Texas
460,Kyle Police Department,City,HAYS,West South Central,30.061225,-98.029267,0.0,TX1050700,Region III,South,TX,Texas
461,Texas Southern University,University or College,HARRIS,West South Central,29.724693,-95.36266,0.0,TX1013300,Region III,South,TX,Texas
462,Bellville Police Department,City,AUSTIN,West South Central,29.949772,-96.25513,0.0,TX0080100,Region III,South,TX,Texas
463,Ponder Police Department,City,DENTON,West South Central,33.205005,-97.119046,0.0,TX0613200,Region III,South,TX,Texas
464,Arcola Police Department,City,FORT BEND,West South Central,29.510267,-95.4664,0.0,TX0791200,Region III,South,TX,Texas
465,Jonestown Police Department,City,TRAVIS,West South Central,30.239513,-97.69127,0.0,TX2272200,Region III,South,TX,Texas
466,Sherman County Sheriff's Office,County,SHERMAN,West South Central,36.277628,-101.894716,0.0,TX2110000,Region III,South,TX,Texas
467,Texas A&M International University,University or College,WEBB,West South Central,27.573874,-99.43269,0.0,TX2400600,Region III,South,TX,Texas
468,Freestone County Sheriff's Office,County,FREESTONE,West South Central,31.70126,-96.144487,0.0,TX0810000,Region III,South,TX,Texas
469,Poteet Police Department,City,ATASCOSA,West South Central,28.891397,-98.535381,0.0,TX0070300,Region III,South,TX,Texas
470,Montague County Sheriff's Office,County,MONTAGUE,West South Central,33.678356,-97.725014,0.0,TX1690000,Region III,South,TX,Texas
471,Hardin County Sheriff's Office,County,HARDIN,West South Central,30.329612,-94.393149,0.0,TX1000000,Region III,South,TX,Texas
472,Trinity University,University or College,BEXAR,West South Central,,,0.0,TX015319E,Region III,South,TX,Texas
473,Buda Police Department,City,HAYS,West South Central,30.061225,-98.029267,0.0,TX1051200,Region III,South,TX,Texas
474,Marble Falls Police Department,City,BURNET,West South Central,30.78963,-98.201187,1.0,TX0270200,Region III,South,TX,Texas
475,Parker County Sheriff's Office,County,PARKER,West South Central,32.75919,-97.787056,1.0,TX1840000,Region III,South,TX,Texas
476,Independent School District: Conroe,Other,MONTGOMERY,West South Central,30.29126,-95.415245,0.0,TX1702000,Region III,South,TX,Texas
477,Thrall Police Department,City,WILLIAMSON,West South Central,30.648024,-97.6788,0.0,TX2461800,Region III,South,TX,Texas
478,Independent School District: Alief,Other,HARRIS,West South Central,29.857273,-95.393037,0.0,TX1016200,Region III,South,TX,Texas
479,Comanche Police Department,City,COMANCHE,West South Central,31.898405,-98.6037,0.0,TX0470100,Region III,South,TX,Texas
480,Perryton Police Department,City,OCHILTREE,West South Central,36.278744,-100.815864,1.0,TX1790100,Region III,South,TX,Texas
481,Collinsville Police Department,City,GRAYSON,West South Central,33.624508,-96.675699,0.0,TX0910100,Region III,South,TX,Texas
482,Aransas Pass Police Department,City,NUECES; ARANSAS; SAN PATRICIO,West South Central,28.011786,-97.517162,0.0,TX0040100,Region III,South,TX,Texas
483,Hardin-Simmons University,University or College,TAYLOR,West South Central,,,0.0,TX221109E,Region III,South,TX,Texas
484,Lampasas County Sheriff's Office,County,LAMPASAS,West South Central,31.196731,-98.240889,0.0,TX1410000,Region III,South,TX,Texas
485,Richardson Police Department,City,COLLIN; DALLAS,West South Central,32.766987,-96.778424,0.0,TX0572000,Region III,South,TX,Texas
486,Harlingen Police Department,City,CAMERON,West South Central,26.102923,-97.478958,0.0,TX0310300,Region III,South,TX,Texas
487,Tyler Police Department,City,SMITH,West South Central,32.3517,-95.30884,1.0,TX2120400,Region III,South,TX,Texas
488,Yorktown Police Department,City,DEWITT,West South Central,29.082346,-97.361654,0.0,TX0620300,Region III,South,TX,Texas
489,Humble Police Department,City,HARRIS,West South Central,29.998848,-95.2683,0.0,TX1010900,Region III,South,TX,Texas
490,La Grange Police Department,City,FAYETTE,West South Central,29.877886,-96.921231,0.0,TX0750100,Region III,South,TX,Texas
491,Pittsburg Police Department,City,CAMP,West South Central,32.995117,-94.966225,0.0,TX0320100,Region III,South,TX,Texas
492,Tyler County Sheriff's Office,County,TYLER,West South Central,30.781633,-94.415375,0.0,TX2290000,Region III,South,TX,Texas
493,Texas Woman's University,University or College,DENTON,West South Central,33.205005,-97.119046,0.0,TX0611000,Region III,South,TX,Texas
494,Bruceville-Eddy Police Department,City,FALLS; MCLENNAN,West South Central,31.306688,-97.24659,0.0,TX1552600,Region III,South,TX,Texas
495,West Lake Hills Police Department,City,TRAVIS,West South Central,30.291775,-97.79938,0.0,TX2270400,Region III,South,TX,Texas
496,Starr County Sheriff's Office,County,STARR,West South Central,26.383215,-98.8192,0.0,TX2140000,Region III,South,TX,Texas
497,Alamo Police Department,City,HIDALGO,West South Central,26.186693,-98.11052,0.0,TX1080100,Region III,South,TX,Texas
498,Texas State Technical College: Harlingen,University or College,CAMERON,West South Central,26.102923,-97.478958,0.0,TX0311400,Region III,South,TX,Texas
499,Bullard Police Department,City,CHEROKEE; SMITH,West South Central,32.375106,-95.268743,0.0,TX2121500,Region III,South,TX,Texas
500,Spearman Police Department,City,HANSFORD,West South Central,36.272847,-101.35693,0.0,TX0980200,Region III,South,TX,Texas
501,Spur Police Department,City,DICKENS,West South Central,33.476532,-100.85538,0.0,TX0630100,Region III,South,TX,Texas
502,Alvin Police Department,City,BRAZORIA,West South Central,29.410925,-95.24367,0.0,TX0200100,Region III,South,TX,Texas
503,Dimmitt Police Department,City,CASTRO,West South Central,34.533621,-102.258786,0.0,TX0350100,Region III,South,TX,Texas
504,Crowell Police Department,City,FOARD,West South Central,33.963306,-99.816828,0.0,TX0780100,Region III,South,TX,Texas
505,Kermit Police Department,City,WINKLER,West South Central,31.831415,-103.055986,0.0,TX2480100,Region III,South,TX,Texas
506,Ingleside Police Department,City,SAN PATRICIO,West South Central,28.011786,-97.517162,0.0,TX2050100,Region III,South,TX,Texas
507,Nash Police Department,City,BOWIE,West South Central,33.446051,-94.422375,0.0,TX0190300,Region III,South,TX,Texas
508,Wheeler County Sheriff's Office,County,WHEELER,West South Central,35.392593,-100.253107,0.0,TX2420000,Region III,South,TX,Texas
509,Kaufman County Sheriff's Office,County,KAUFMAN,West South Central,32.598944,-96.288378,1.0,TX1290000,Region III,South,TX,Texas
510,Hewitt Police Department,City,MCLENNAN,West South Central,31.549493,-97.201472,1.0,TX1550400,Region III,South,TX,Texas
511,Tom Bean Police Department,City,GRAYSON,West South Central,33.624508,-96.675699,0.0,TX0912300,Region III,South,TX,Texas
512,Linden Police Department,City,CASS,West South Central,33.083698,-94.357579,0.0,TX0340300,Region III,South,TX,Texas
513,Seminole Police Department,City,GAINES,West South Central,32.719017,-102.64256,0.0,TX0830200,Region III,South,TX,Texas
514,Kerrville Police Department,City,KERR,West South Central,30.059953,-99.353339,0.0,TX1330100,Region III,South,TX,Texas
515,Newton,City,NEWTON,West South Central,30.786718,-93.73925,0.0,TX1760100,Region III,South,TX,Texas
516,Princeton Police Department,City,COLLIN,West South Central,33.194745,-96.579846,0.0,TX0430900,Region III,South,TX,Texas
517,Kenedy Police Department,City,KARNES,West South Central,28.818602,-97.850266,0.0,TX1280200,Region III,South,TX,Texas
518,Sweeny Police Department,City,BRAZORIA,West South Central,29.167817,-95.434647,0.0,TX0201200,Region III,South,TX,Texas
519,Royse City Police Department,City,HUNT; COLLIN; ROCKWALL,West South Central,32.898054,-96.404396,1.0,TX1990200,Region III,South,TX,Texas
520,San Marcos Police Department,City,CALDWELL; HAYS,West South Central,30.061225,-98.029267,0.0,TX1050100,Region III,South,TX,Texas
521,Independent School District: Aldine,Other,HARRIS,West South Central,29.935019,-95.35409,0.0,TX1017300,Region III,South,TX,Texas
522,Southlake Police Department,City,DENTON; TARRANT,West South Central,32.939102,-97.183655,0.0,TX2203200,Region III,South,TX,Texas
523,Round Rock Police Department,City,TRAVIS; WILLIAMSON,West South Central,30.64903,-97.605069,0.0,TX2460500,Region III,South,TX,Texas
524,Stamford Police Department,City,HASKELL; JONES,West South Central,32.743709,-99.87443,0.0,TX1270400,Region III,South,TX,Texas
525,Howard County Sheriff's Office,County,HOWARD,West South Central,32.303471,-101.438772,0.0,TX1140000,Region III,South,TX,Texas
526,Del Rio Police Department,City,VAL VERDE,West South Central,29.383986,-100.90486,0.0,TX2330100,Region III,South,TX,Texas
527,Independent School District: Barbers Hill,Other,CHAMBERS,West South Central,29.703933,-94.668875,0.0,TX0361000,Region III,South,TX,Texas
528,Bloomburg Police Department,City,CASS,West South Central,33.083698,-94.357579,0.0,TX0341400,Region III,South,TX,Texas
529,Madison County Sheriff's Office,County,MADISON,West South Central,30.961693,-95.892136,0.0,TX1570000,Region III,South,TX,Texas
530,Alton Police Department,City,HIDALGO,West South Central,26.396384,-98.18099,0.0,TX1082300,Region III,South,TX,Texas
531,Wharton Police Department,City,WHARTON,West South Central,29.323185,-96.09805,0.0,TX2410200,Region III,South,TX,Texas
532,Mexia Police Department,City,LIMESTONE,West South Central,31.547543,-96.593623,0.0,TX1470300,Region III,South,TX,Texas
533,Los Indios,City,,West South Central,,,0.0,TX0313800,Region III,South,TX,Texas
534,Keene Police Department,City,JOHNSON,West South Central,32.3962,-97.3286,1.0,TX1260600,Region III,South,TX,Texas
535,Orange Grove Police Department,City,JIM WELLS,West South Central,27.733516,-98.090814,0.0,TX1250800,Region III,South,TX,Texas
536,Lytle Police Department,City,BEXAR; MEDINA; ATASCOSA,West South Central,28.891397,-98.535381,0.0,TX0070100,Region III,South,TX,Texas
537,Archer City Police Department,City,ARCHER,West South Central,33.616305,-98.687267,0.0,TX0050100,Region III,South,TX,Texas
538,Somervell County Sheriff's Office,County,SOMERVELL,West South Central,32.217942,-97.769211,0.0,TX2130000,Region III,South,TX,Texas
539,Burnet County Sheriff's Office,County,BURNET,West South Central,30.78963,-98.201187,0.0,TX0270000,Region III,South,TX,Texas
540,Independent School District: Cedar Hill,Other,DALLAS,West South Central,32.588375,-96.95975,0.0,TX0576800,Region III,South,TX,Texas
541,Panola County Sheriff's Office,County,PANOLA,West South Central,32.15494,-94.341286,0.0,TX1830000,Region III,South,TX,Texas
542,North Richland Hills Police Department,City,TARRANT,West South Central,32.77204,-97.291291,0.0,TX2202100,Region III,South,TX,Texas
543,Lamb County Sheriff's Office,County,LAMB,West South Central,33.917583,-102.32047,0.0,TX1400000,Region III,South,TX,Texas
544,Seagoville Police Department,City,KAUFMAN; DALLAS,West South Central,32.64949,-96.54345,0.0,TX0572200,Region III,South,TX,Texas
545,Los Fresnos Police Department,City,CAMERON,West South Central,26.07279,-97.47874,0.0,TX0310500,Region III,South,TX,Texas
546,Lindale Police Department,City,SMITH,West South Central,32.375106,-95.268743,1.0,TX2120200,Region III,South,TX,Texas
547,Trenton Police Department,City,FANNIN,West South Central,33.591161,-96.104988,0.0,TX0740500,Region III,South,TX,Texas
548,Somerville Police Department,City,BURLESON,West South Central,30.493487,-96.622091,0.0,TX0260200,Region III,South,TX,Texas
549,Canton Police Department,City,VAN ZANDT,West South Central,32.558948,-95.836391,0.0,TX2340100,Region III,South,TX,Texas
550,Normangee Police Department,City,MADISON; LEON,West South Central,31.300493,-95.995622,1.0,TX1450900,Region III,South,TX,Texas
551,Corinth Police Department,City,DENTON,West South Central,33.149704,-97.06156,0.0,TX0612300,Region III,South,TX,Texas
552,Tool Police Department,City,HENDERSON,West South Central,32.211633,-95.853418,0.0,TX1071000,Region III,South,TX,Texas
553,Galveston County Sheriff's Office,County,GALVESTON,West South Central,29.303543,-94.78816,0.0,TX0840000,Region III,South,TX,Texas
554,Elgin Police Department,City,TRAVIS; BASTROP,West South Central,30.347258,-97.37147,0.0,TX0110200,Region III,South,TX,Texas
555,Hico Police Department,City,HAMILTON,West South Central,31.706982,-98.111794,0.0,TX0970200,Region III,South,TX,Texas
556,Trinity County Sheriff's Office,County,TRINITY,West South Central,31.087483,-95.153291,0.0,TX2280000,Region III,South,TX,Texas
557,Independent School District: Taft,Other,SAN PATRICIO,West South Central,28.011786,-97.517162,0.0,TX2051600,Region III,South,TX,Texas
558,Coke County Sheriff's Office,County,COKE,West South Central,31.877105,-100.635236,1.0,TX0410000,Region III,South,TX,Texas
559,Lorenzo Police Department,City,CROSBY,West South Central,33.609144,-101.29871,0.0,TX0540200,Region III,South,TX,Texas
560,Wolfforth Police Department,City,LUBBOCK,West South Central,33.611469,-101.819944,1.0,TX1520800,Region III,South,TX,Texas
561,Independent School District: Judson,Other,BEXAR,West South Central,29.448671,-98.520147,0.0,TX0152000,Region III,South,TX,Texas
562,Everman Police Department,City,TARRANT,West South Central,32.631054,-97.28611,0.0,TX2201000,Region III,South,TX,Texas
563,University of Texas: Permian Basin,University or College,ECTOR,West South Central,31.881498,-102.32139,0.0,TX0680400,Region III,South,TX,Texas
564,Cuero Police Department,City,DEWITT,West South Central,29.082346,-97.361654,1.0,TX0620100,Region III,South,TX,Texas
565,Vidor Police Department,City,ORANGE,West South Central,30.120918,-93.893358,0.0,TX1810400,Region III,South,TX,Texas
566,Schulenburg Police Department,City,FAYETTE,West South Central,29.877886,-96.921231,0.0,TX0750300,Region III,South,TX,Texas
567,Bay City Police Department,City,MATAGORDA,West South Central,28.981882,-95.96749,0.0,TX1610100,Region III,South,TX,Texas
568,Culberson County Sheriff's Office,County,CULBERSON,West South Central,31.445908,-104.526945,0.0,TX0550000,Region III,South,TX,Texas
569,Manor Police Department,City,TRAVIS,West South Central,30.239513,-97.69127,0.0,TX2270200,Region III,South,TX,Texas
570,Baylor County Sheriff's Office,County,BAYLOR,West South Central,33.587948,-99.261635,0.0,TX0120000,Region III,South,TX,Texas
571,Howe Police Department,City,GRAYSON,West South Central,33.624508,-96.675699,0.0,TX0911000,Region III,South,TX,Texas
572,Rowlett Police Department,City,ROCKWALL; DALLAS,West South Central,32.766987,-96.778424,1.0,TX0573300,Region III,South,TX,Texas
573,Mineral Wells Police Department,City,PARKER; PALO PINTO,West South Central,32.810078,-98.11293,0.0,TX1820200,Region III,South,TX,Texas
574,Bridgeport Police Department,City,WISE,West South Central,33.213524,-97.75744,0.0,TX2490100,Region III,South,TX,Texas
575,Hansford County Sheriff's Office,County,HANSFORD,West South Central,36.272847,-101.35693,0.0,TX0980000,Region III,South,TX,Texas
576,San Saba Police Department,City,SAN SABA,West South Central,31.155138,-98.819292,1.0,TX2060100,Region III,South,TX,Texas
577,Flower Mound Police Department,City,TARRANT; DENTON,West South Central,33.041096,-97.04453,1.0,TX0611200,Region III,South,TX,Texas
578,Panhandle Police Department,City,CARSON,West South Central,35.405496,-101.355356,0.0,TX0330100,Region III,South,TX,Texas
579,East Mountain Police Department,City,UPSHUR,West South Central,32.735349,-94.941184,0.0,TX2300900,Region III,South,TX,Texas
580,Texarkana Police Department,City,BOWIE,West South Central,33.405632,-94.04313,0.0,TX0190500,Region III,South,TX,Texas
581,Bee County Sheriff's Office,County,BEE,West South Central,28.416077,-97.742586,0.0,TX0130000,Region III,South,TX,Texas
582,Hardeman County Sheriff's Office,County,HARDEMAN,West South Central,34.289904,-99.745697,1.0,TX0990000,Region III,South,TX,Texas
583,Laguna Vista Police Department,City,CAMERON,West South Central,26.103079,-97.291176,0.0,TX0312900,Region III,South,TX,Texas
584,Dallam County Sheriff's Office,County,DALLAM,West South Central,36.06129,-102.5219,0.0,TX0560000,Region III,South,TX,Texas
585,Portland Police Department,City,SAN PATRICIO,West South Central,27.890156,-97.31499,1.0,TX2050300,Region III,South,TX,Texas
586,Atlanta Police Department,City,CASS,West South Central,33.083698,-94.357579,0.0,TX0340100,Region III,South,TX,Texas
587,Beverly Hills Police Department,City,MCLENNAN,West South Central,31.525549,-97.1494,0.0,TX1550200,Region III,South,TX,Texas
588,Three Rivers Police Department,City,LIVE OAK,West South Central,28.351535,-98.126961,0.0,TX1490100,Region III,South,TX,Texas
589,Calvert Police Department,City,ROBERTSON,West South Central,31.025481,-96.514941,0.0,TX1980200,Region III,South,TX,Texas
590,Mission Police Department,City,HIDALGO,West South Central,26.396384,-98.18099,0.0,TX1081000,Region III,South,TX,Texas
591,Cochran County Sheriff's Office,County,COCHRAN,West South Central,33.7252,-102.75924,0.0,TX0400000,Region III,South,TX,Texas
592,Tioga Police Department,City,GRAYSON,West South Central,33.624508,-96.675699,0.0,TX0912100,Region III,South,TX,Texas
593,Karnes County Sheriff's Office,County,KARNES,West South Central,28.885094,-97.90106,0.0,TX1280000,Region III,South,TX,Texas
594,Mountain View College,University or College,DALLAS,West South Central,32.72039,-96.90166,0.0,TX0574400,Region III,South,TX,Texas
595,Gaines County Sheriff's Office,County,GAINES,West South Central,32.719017,-102.642555,0.0,TX0830000,Region III,South,TX,Texas
596,Argyle Police Department,City,DENTON,West South Central,33.205005,-97.119046,0.0,TX0610100,Region III,South,TX,Texas
597,Pearland Police Department,City,FORT BEND; HARRIS; BRAZORIA,West South Central,29.167817,-95.434647,1.0,TX0201000,Region III,South,TX,Texas
598,Houston County Sheriff's Office,County,HOUSTON,West South Central,31.31833,-95.46038,0.0,TX1130000,Region III,South,TX,Texas
599,Texas State University: San Marcos,University or College,HAYS,West South Central,29.88583,-97.937836,0.0,TX1050300,Region III,South,TX,Texas
600,Bayou Vista Police Department,City,GALVESTON,West South Central,29.330925,-94.93987,0.0,TX0842200,Region III,South,TX,Texas
601,McMullen County Sheriff's Office,County,MCMULLEN,West South Central,28.384922,-98.578853,0.0,TX1560000,Region III,South,TX,Texas
602,Rockwall County Sheriff's Office,County,ROCKWALL,West South Central,32.898054,-96.404396,1.0,TX1990000,Region III,South,TX,Texas
603,Independent School District: Raymondville,Other,WILLACY,West South Central,26.481092,-97.584223,0.0,TX2450900,Region III,South,TX,Texas
604,Junction Police Department,City,KIMBLE,West South Central,30.488403,-99.76526,0.0,TX1340100,Region III,South,TX,Texas
605,Hamlin Police Department,City,JONES,West South Central,32.743709,-99.87443,0.0,TX1270200,Region III,South,TX,Texas
606,West Police Department,City,MCLENNAN,West South Central,31.549493,-97.201472,0.0,TX1551300,Region III,South,TX,Texas
607,Natalia,City,MEDINA,West South Central,29.353661,-99.111085,0.0,TX1631000,Region III,South,TX,Texas
608,Sulphur Springs Police Department,City,HOPKINS,West South Central,33.13756,-95.602875,0.0,TX1120200,Region III,South,TX,Texas
609,Wharton County Sheriff's Office,County,WHARTON,West South Central,29.27848,-96.229674,1.0,TX2410000,Region III,South,TX,Texas
610,Caldwell County Sheriff's Office,County,CALDWELL,West South Central,29.840062,-97.630394,0.0,TX0280000,Region III,South,TX,Texas
611,Ovilla Police Department,City,DALLAS; ELLIS,West South Central,32.527256,-96.88891,0.0,TX0575500,Region III,South,TX,Texas
612,Independent School District: Laredo,Other,WEBB,West South Central,27.50718,-99.512375,0.0,TX2401100,Region III,South,TX,Texas
613,Bertram Police Department,City,BURNET,West South Central,30.78963,-98.201187,0.0,TX0270600,Region III,South,TX,Texas
614,Texas A&M University: Commerce,University or College,HUNT,West South Central,33.123292,-96.084202,1.0,TX1160600,Region III,South,TX,Texas
615,Duncanville Police Department,City,DALLAS,West South Central,32.766987,-96.778424,0.0,TX0570900,Region III,South,TX,Texas
